ServiceStationID,ServiceStationName,Address,Suburb,Postcode,Longitude,Latitude
1126,BP Turramurra,"213 Kissing Point Rd, Turramurra NSW 2074",Turramurra,2074.0,151.111943,-33.748505
1130,Metro Fuel North Avalon,"662-664 Barrenjoey Rd, North Avalon NSW 2107",North Avalon,2107.0,151.3310815,-33.6329751
1132,BP Bexley,"610 Forest Road, Bexley NSW 2207",Bexley,2207.0,151.1150616,-33.9616594
1133,Caltex Ryde Self Serve,"110 Lane Cove Road, RYDE NSW 2112",RYDE,2112.0,151.11374825267117,-33.80145965
1134,Caltex Ermington,"560-562 Victoria Road, ERMINGTON NSW 2115",ERMINGTON,2115.0,151.0593724,-33.8132756
1136,Ampol Kingsgrove,"351-357 Stoney Creek, KINGSGROVE NSW 2208",KINGSGROVE,2208.0,151.1020646,-33.9496742
1138,Caltex Guyra,"4352 New England Hwy, GUYRA NSW 2365",GUYRA,2365.0,151.6748071,-30.2512462
1139,Ampol Windsor South,"741 George St, Windsor South NSW 2756",Windsor South,2756.0,150.78471202457516,-33.63824005
1140,Metro Petroleum Barmendman,"96 QUEEN ST, BARMEDMAN NSW 2668",BARMEDMAN,2668.0,147.3867088,-34.1450114
1141,EJ Stop N Save,"9 Davies Rd, Padstow NSW 2211",Padstow,2211.0,151.03696974685738,-33.9473243
1143,BP Rockdale,"444 West Botany Street, ROCKDALE NSW 2216",ROCKDALE,2216.0,151.1476602,-33.9546924
1145,7-Eleven Blacktown,"175 Richmond Road, Blacktown NSW 2148",Blacktown,2148.0,150.9030625,-33.7649094
1146,Metro Petroleum Padstow,"69 Davies Rd, PADSTOW NSW 2211",PADSTOW,2211.0,151.0341539,-33.9654536
1150,EASMAN'S GILGANDRA,"176 Warren Road, GILGANDRA NSW 2827",GILGANDRA,2827.0,148.6633263,-31.7116627
1151,Mobil Ocean Drive,"15 OCEAN DR, PORT MACQUARIE NSW 2444",PORT MACQUARIE,2444.0,152.89990387771456,-31.435736650000003
1152,United Petroleum Mayfield,"40 Industrial Drive, Mayfield NSW 2304",Mayfield,2304.0,151.7515862,-32.8957806
1154,Coles Express Taree,"59-63 Victoria Street, Taree NSW 2430",Taree,2430.0,152.4592453,-31.9145884
1155,Mobil Port Macquarie,"59 GORDON ST, PORT MACQUARIE NSW 2444",PORT MACQUARIE,2444.0,152.9089811,-31.4343027
1156,Independent Glen Innes,"94-96 Church Street, Glen Innes NSW 2370",Glen Innes,2370.0,151.7389112,-29.7335944
1157,Kiah General store,"4 Kiah Store Road, KIAH NSW 2551",KIAH,2551.0,149.8561225,-37.1576778
1158,Speedway Kent Road,"38 Kent Rd, NORTH RYDE NSW 2113",NORTH RYDE,2113.0,151.1161045,-33.7915431
1159,GATESHEAD INDEPENDENT FUEL,"66-68 Oxford Street, GATESHEAD NSW 2290",GATESHEAD,2290.0,151.6902473,-32.9784087
1160,Ashford Service Station,"27 Duff Street, ASHFORD NSW 2361",ASHFORD,2361.0,151.0962811,-29.3235565
1161,Telarah Fuels,"17 South St, TELARAH NSW 2320",TELARAH,2320.0,151.5361535,-32.7244513
1162,Independent Minnie Water,"5 Sandon Road, Minnie Water NSW 2462",Minnie Water,2462.0,153.295162,-29.7690438
1163,BP Mascot,"1077 Botany Road, Mascot NSW 2020",Mascot,2020.0,151.1940522,-33.9349601
1164,7-Eleven Kanwal,"207-209 Wallarah Rd, KANWAL NSW 2259",KANWAL,2259.0,151.4902487,-33.2522927
1166,7-Eleven East Maitland,"35 Melbourne St, EAST MAITLAND NSW 2323",EAST MAITLAND,2323.0,151.5858982,-32.7444292
1167,7-Eleven Cessnock,"210-214 Wollombi Road, Cessnock NSW 2325",Cessnock,2325.0,151.2643272,-32.8884895
1168,Pearl Energy Mona Vale,"79 BARRENJOEY RD, MONA VALE NSW 2103",MONA VALE,2103.0,151.3101851,-33.6742086
1169,Caltex Finley,"295-301 MURRAY ST, FINLEY NSW 2713",FINLEY,2713.0,145.5794822,-35.6388354
1170,Caltex Tamworth,"502 Goonoo Goonoo Rd, Hillvue NSW 2340",Hillvue,2340.0,150.9232817,-31.1333687
1171,Mobil Coolamon,"84 Cowabbie St, COOLAMON NSW 2701",COOLAMON,2701.0,147.1985005,-34.8116067
1172,Westside Adamstown,"125 Brunker Rd, Adamstown NSW 2289",Adamstown,2289.0,151.7301139,-32.9299442
1173,APCO IGA Wagga,"101 Hammond Avenue, Wagga Wagga NSW 2650",Wagga Wagga,2650.0,147.3804247,-35.1205841
1176,7-Eleven Goulburn,"88 - 92 Clinton Street, Goulburn NSW 2580",Goulburn,2580.0,149.7095025,-34.7545334
1177,BP Quakers Hill,"45 Hambledon Road, Quakers Hill NSW 2763",Quakers Hill,2763.0,150.8903235,-33.7229344
1178,United Mayfield West,"86-88 MAITLAND RD, MAYFIELD NSW 2304",MAYFIELD,2304.0,151.7400002,-32.8999468
1180,7-Eleven Croydon Park,"45 Georges River Road, Croydon Park NSW 2133",Croydon Park,2133.0,151.1142459,-33.8939243
1182,Budget Brighton,"275 Bay Street, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216.0,151.1561536,-33.960878
1185,BP Berowra,"111 Berowra Waters Rd, BEROWRA HEIGHTS NSW 2082",BEROWRA HEIGHTS,2082.0,151.1437239,-33.6172327
1186,7-Eleven Lithgow,"1131 Great Western Hwy, LITHGOW NSW 2790",LITHGOW,2790.0,150.1596393,-33.5365112
1187,Shell Morisset,"608 Fishery Point Rd, Morisset NSW 2264",Morisset,2264.0,151.4972408,-33.1062521
1188,BP Glendenning,"646 Richmond Rd, Glendenning NSW 2761",Glendenning,2761.0,150.8649673,-33.7410805
1190,Caltex Woolworths Merrylands,"185 Pitt Street, MERRYLANDS NSW 2160",MERRYLANDS,2160.0,150.9923095,-33.8333744
1191,Caltex Woolworths Windsor,"11 Macquarie Street, Windsor NSW 2756",Windsor,2756.0,150.8184565,-33.6095045
1193,Caltex Woolworths Cessnock,"220 Wollombi Road, Cessnock NSW 2325",Cessnock,2325.0,151.3544432,-32.8324408
1194,Metro Petroleum Epping,"30 BRIDGE ST, EPPING NSW 2121",EPPING,2121.0,151.0797363,-33.7748062
1195,7-Eleven Arncliffe,"28 Princes Highway, Arncliffe NSW 2205",Arncliffe,2205.0,151.1495009,-33.9370688
1196,Coles Express Guildford,"295 Woodville Rd, Guildford NSW 2161",Guildford,2161.0,150.9956967,-33.8536595
1198,7-Eleven Windsor,"12 Hawkesbury Valley Way, WINDSOR NSW 2756",WINDSOR,2756.0,150.8109455,-33.6112565
1199,Coles Express Tamworth,"251-253 Goonoo Goonoo Rd, Tamworth NSW 2340",Tamworth,2340.0,150.9233734,-31.13508
1200,BP Crossroads,"615-617 Hume Hwy, CASULA NSW 2170",CASULA,2170.0,150.9065941,-33.9484098
1201,Caltex Star Mart Canley Heights,"280-282 Canley Vale Road, CANLEY HEIGHTS NSW 2166",CANLEY HEIGHTS,2166.0,150.9350755,-33.8851957
1202,Ampol Cabramatta,"166 John St, CABRAMATTA NSW 2166",CABRAMATTA,2166.0,150.9358838,-33.8950641
1204,Caltex Merrylands,"150 Woodville Rd, MERRYLANDS NSW 2160",MERRYLANDS,2160.0,150.9995228,-33.8393717
1205,BP Uralla,"103 Bridge Street, URALLA NSW 2358",URALLA,2358.0,151.4927542,-30.6469
1206,7-Eleven Fairfield West,"234 Hamilton Road, Fairfield West NSW 2165",Fairfield West,2165.0,150.9189079,-33.8685996
1208,Coles Express Casula,"629-631 Hume Highway, CASULA NSW 2170",CASULA,2170.0,150.892767,-33.9558387
1209,United Tweed Heads Mall,"61-65 Wharf Street, TWEED HEADS NSW 2485",TWEED HEADS,2485.0,153.5417062,-28.1756373
1210,Ampol Tempe,"775 Princes Hwy, TEMPE NSW 2044",TEMPE,2044.0,151.1596656,-33.9254695
1211,Independent Neath,"66-68 Cessnock Road, Neath NSW 2326",Neath,2326.0,151.4082955,-32.8270565
1212,BP Mortdale,"21 Boundary Road, Mortdale NSW 2223",Mortdale,2223.0,151.0753414,-33.9721793
1213,BP Heatherbrae,"2398 Pacific Highway, Heatherbrae NSW 2324",Heatherbrae,2324.0,151.718799,-32.7978536
1214,BP Marsden Park,"851 Richmond Road, Marsden Park NSW 2765",Marsden Park,2765.0,150.8451616221336,-33.719640749999996
1216,BP Sydenham,"339 Princes Highway, Sydenham NSW 2044",Sydenham,2044.0,151.1687354,-33.9196271
1217,Cooranbong Petroleum,"435 FREEMANS DR, COORANBONG NSW 2265",COORANBONG,2265.0,151.4530558,-33.0769044
1218,Coles Express Heatherbrae,"2137 Pacific Highway, Heatherbrae NSW 2324",Heatherbrae,2324.0,151.718799,-32.7978536
1219,7-Eleven Plumpton,"291 Rooty Hill Road North, Plumpton NSW 2761",Plumpton,2761.0,150.8425551,-33.7451735
1223,Metro Fuel Wiley Park,"618 Punchbowl Rd, Wiley Park NSW 2195",Wiley Park,2195.0,151.0663812505216,-33.91678535
1226,BP South Tamworth,"399 Goonoo Goonoo Rd, Hillvue NSW 2340",Hillvue,2340.0,150.9239523,-31.128264
1229,BP Dubbo,"107 Erskine Street, Dubbo NSW 2830",Dubbo,2830.0,148.6112263,-32.2442805
1230,Coles Express Hexham,"21 Maitland Road, Hexham NSW 2322",Hexham,2322.0,151.6837184,-32.8253078
1231,Matilda Birmingham Gardens,"77 Sandgate Rd, Birmingham Gardens NSW 2287",Birmingham Gardens,2287.0,151.6818517,-32.8954309
1232,Westside Toukley,"356 MAIN RD, TOUKLEY NSW 2263",TOUKLEY,2263.0,151.5214748,-33.2629276
1233,Caltex Uranquinty,"28 Morgan St, Uranquinty NSW 2652",Uranquinty,2652.0,147.248507,-35.1913456
1234,BP Tullamore,"23-25 Cardigan Street, TULLAMORE NSW 2874",TULLAMORE,2874.0,147.5640626,-32.6327662
1235,METRO WILLIAMTOWN LAVIS,"1 Lavis Lane, WILLIAMTOWN NSW 2318",WILLIAMTOWN,2318.0,151.8437343,-32.8173361
1236,BP Bolwarra Heights,"200 Paterson Road, BOLWARRA HEIGHTS NSW 2320",BOLWARRA HEIGHTS,2320.0,151.5824672,-32.7027872
1237,Metro Kurmond and Newsagency,"583 Bells Line Of Road, Kurmond NSW 2757",Kurmond,2757.0,150.7030008,-33.5625551
1238,Ben Boyd Service Station,"26 Mitchell St, Eden NSW 2551",Eden,2551.0,149.8968804,-37.0657769
1239,Metro Fuel Ruse,"2 Acacia Av, Ruse NSW 2560",Ruse,2560.0,150.8463158,-34.0738783
1240,Lowes Tamworth,"27-29 Gunnedah Road, Tamworth NSW 2340",Tamworth,2340.0,150.8897658,-31.0975045
1241,Coles Express Kingsgrove,"137-141 Kingsgrove Road, Kingsgrove NSW 2208",Kingsgrove,2208.0,151.1029046,-33.949096
1242,Manildra Newsagency & Roadhouse,"2 Kiewa St, MANILDRA NSW 2865",MANILDRA,2865.0,148.6915625,-33.1857202
1244,Independent Port Macquarie,"156 Gordon St, Port Macquarie NSW 2444",Port Macquarie,2444.0,152.9089811,-31.4343027
1245,Budget Erskineville,"25-33 Erskineville Road, ERSKINEVILLE NSW 2043",ERSKINEVILLE,2043.0,151.1849979,-33.8998745
1247,Carey bay servo,"42 Ambrose Street, CAREY BAY NSW 2283",CAREY BAY,2283.0,151.6061023,-33.0219722
1248,Coles Express Green Valley,"Cowpasture Rd & Green Valley, Green Valley NSW 2168",Green Valley,2168.0,150.8551441,-33.905402
1249,7-Eleven Emu Plains,"49-51 Great Western Highway, Emu Plains NSW 2750",Emu Plains,2750.0,150.672679,-33.7468159
1250,Ampol Foodary Concord,"87-89 Parramatta Rd, CONCORD NSW 2137",CONCORD,2137.0,151.0990727,-33.8679292
1251,Ampol Lakemba,"516 Punchbowl Rd, LAKEMBA NSW 2195",LAKEMBA,2195.0,151.067191,-33.9158564
1253,Caltex Casino,"28-32 Dyraaba St, Casino NSW 2470",Casino,2470.0,153.0590543,-28.8579978
1254,7-Eleven Corrimal,"138-146 Princes Highway, Corrimal NSW 2518",Corrimal,2518.0,150.8993595,-34.3610491
1256,Speedway Blacktown,"90 Blacktown Road, Blacktown NSW 2148",Blacktown,2148.0,150.9249558,-33.7961127
1257,BP Penshurst,"494 Forest Rd, PENSHURST NSW 2222",PENSHURST,2222.0,151.0903384,-33.9635923
1258,Liberty Coonabarbran,"51 CHARLES ST, COONABARABRAN NSW 2357",COONABARABRAN,2357.0,149.2826182,-31.279191
1259,Coles Express Strathfield,"9 Albert Rd, Strathfield NSW 2135",Strathfield,2135.0,151.0831681,-33.8738128
1260,South West Fuel - Young,"31 Boorowa St, Young NSW 2594",Young,2594.0,148.2981867,-34.313494
1261,SHELL WINGHAM SERVO,"24 Murray Road, WINGHAM NSW 2429",WINGHAM,2429.0,152.3551095,-31.8676078
1262,Caltex Cameron Park,"119 Stenhouse Dr, CAMERON PARK NSW 2285",CAMERON PARK,2285.0,151.5995001,-32.8949705
1263,Coles Express Charlestown,"128 Pacific Hwy, Charlestown NSW 2290",Charlestown,2290.0,151.6918418,-32.9698697
1265,7-Eleven Haberfield,"25 Parramatta Road, Haberfield NSW 2045",Haberfield,2045.0,151.1303693,-33.877832
1266,Coles Express Hurstville,"396-404 Forest Road, Hurstville NSW 2220",Hurstville,2220.0,151.1045036,-33.967621
1267,Mobil Narrandera,"74 Whitton St, NARRANDERA NSW 2700",NARRANDERA,2700.0,146.5657969,-34.7402686
1268,Shell Mudgee,"56 A Sydney Road, Mudgee NSW 2850",Mudgee,2850.0,149.60266759331586,-32.6113239
1273,BP Park Beach,"33 Ocean Parade, Coffs Harbour NSW 2450",Coffs Harbour,2450.0,153.1360628,-30.2965694
1274,Independent Kingscliff,"22-26 Pearl Street, Kingscliff NSW 2487",Kingscliff,2487.0,153.5718143,-28.2515885
1275,Shell Jerilderi,"81-83 Jerilderie Road, JERILDERIE NSW 2716",JERILDERIE,2716.0,145.8730239,-35.2952663
1276,Westside Petroleum Narrabri,"35 Cooma Road, NARRABRI NSW 2390",NARRABRI,2390.0,149.7658489,-30.3408649
1277,Westside Blayney,"27 ORANGE RD, BLAYNEY NSW 2799",BLAYNEY,2799.0,149.2440152,-33.5268726
1280,United Petroleum Kempsey,"154 Belgrave Street, Kempsey NSW 2440",Kempsey,2440.0,152.8342022,-31.0794986
1281,7-Eleven Edmondson Park,"1962 Camden Valley Way, EDMONDSON PARK NSW 2174",EDMONDSON PARK,2174.0,150.8757928,-33.9566966
1283,United Petroleum Casino,"136-144 Johnston Street, Casino NSW 2470",Casino,2470.0,153.0492956,-28.8587984
1284,Lawrence General & Liquor Store,"1 Richmond St, LAWRENCE NSW 2460",LAWRENCE,2460.0,153.1002922,-29.4997783
1285,BP Haberfield,"95-97 Ramsay St, HABERFIELD NSW 2045",HABERFIELD,2045.0,151.1330782,-33.873287
1286,United Petroleum Nowra,"86 Princes Highway, Nowra NSW 2541",Nowra,2541.0,150.6028387,-34.9040179
1287,United Petroleum Wagga Wagga,"122 Hammond Avenue, Wagga Wagga NSW 2650",Wagga Wagga,2650.0,147.3804247,-35.1205841
1288,Shell Crabbes Creek,"24-28 Crabbes Creek, Crabbes Creek NSW 2483",Crabbes Creek,2483.0,153.4629673,-28.4611317
1289,Lowes Gulgong,"6 Railway Street, Gulgong NSW 2852",Gulgong,2852.0,149.5429066,-32.3580974
1291,Shell Corowa,"223 Sanger St, COROWA NSW 2646",COROWA,2646.0,146.3912341,-35.9999821
1293,Caltex Starmart Homebush,"334-336 Parramatta Rd, HOMEBUSH WEST NSW 2140",HOMEBUSH WEST,2140.0,151.0681261,-33.8581543
1294,Caltex Star Mart Penshurst,"641 King Georges Rd, PENSHURST NSW 2222",PENSHURST,2222.0,151.0941726,-33.9652858
1296,Mavin Petroleum,"49A Lachlan Street, South Kempsey NSW 2440",South Kempsey,2440.0,152.8386934,-31.0881637
1297,Mavin Petroleum,"100 Belgrave Street, Kempsey NSW 2440",Kempsey,2440.0,152.8342022,-31.0794986
1298,Coles Express Lidcombe,"18 Parramatta Road, Lidcombe NSW 2141",Lidcombe,2141.0,151.0592311,-33.8540757
1299,Lowes Coolah,"72 Cunningham Street, Coolah NSW 2843",Coolah,2843.0,149.7245844,-31.8239271
1300,Caltex Deniliquin,"162 Hardinge Street, Deniliquin NSW 2710",Deniliquin,2710.0,144.9578884,-35.5291866
1301,Caltex Hay,"429 Moama Street, Hay NSW 2711",Hay,2711.0,144.838101,-34.5201701
1302,Caltex Jerilderie,"150 Jerilderie Street, Jerilderie NSW 2716",Jerilderie,2716.0,145.731746,-35.3569869
1304,Caltex Mathoura,"29 Moama Street, Mathoura NSW 2710",Mathoura,2710.0,144.8986593,-35.8061879
1305,Caltex Barham,"6 Murray Street, Barham NSW 2732",Barham,2732.0,144.1244754,-35.6295906
1306,BP CONCORD,"20 Burwood Road, CONCORD NSW 2137",CONCORD,2137.0,151.1053291,-33.8673973
1307,Caltex Griffith,"2-4 MACKAY AV, GRIFFITH NSW 2680",GRIFFITH,2680.0,146.0695926,-34.2936753
1312,Caltex Woolworths Griffith,"29 Banna Avenue, Griffith NSW 2680",Griffith,2680.0,146.0472151,-34.2879897
1313,BP South Hurstville,"63 CONNELLS POINT RD, SOUTH HURSTVILLE NSW 2221",SOUTH HURSTVILLE,2221.0,151.1046933,-33.9779238
1314,Coles Express South Hurstville,"835 King Georges Road, South Hurstville NSW 2221",South Hurstville,2221.0,151.1016493,-33.9738975
1316,7-Eleven Yagoona,"519 Hume Hwy, YAGOONA NSW 2199",YAGOONA,2199.0,151.0286454,-33.9085269
1317,Caltex Deniliquin,"336 Hay Road, Deniliquin NSW 2710",Deniliquin,2710.0,144.9808377,-35.5229293
1318,Caltex Deniliquin,"112 Crispe Street, Deniliquin NSW 2710",Deniliquin,2710.0,144.9588342,-35.545569
1319,Independent Moruya,"95 Campbell St, Moruya NSW 2537",Moruya,2537.0,150.0841812,-35.9128135
1320,United Petroleum Singleton,"59 John Street, Singleton NSW 2330",Singleton,2330.0,151.1718198,-32.5605695
1322,Caltex Star Mart Brunswick Heads,"5 Tweed St, BRUNSWICK HEADS NSW 2483",BRUNSWICK HEADS,2483.0,153.5486736,-28.5381959
1323,Caltex Port Kembla,"1-3 CHURCH ST, PORT KEMBLA NSW 2505",PORT KEMBLA,2505.0,150.9039099,-34.4849082
1324,The Pit Stop Service Station & Cafe,"2842 Nelson Bay Rd, SALT ASH NSW 2318",SALT ASH,2318.0,151.8976299,-32.7925933
1325,Ampol Foodary Edmondson Park,"2072 Camden Valley Way, EDMONDSON PARK NSW 2174",EDMONDSON PARK,2174.0,150.8757928,-33.9566966
1329,Coles Express Deniliquin,"336 Victoria Street, Deniliquin NSW 2710",Deniliquin,2710.0,144.9858723,-35.5287772
1330,Caltex Woolworths Prestons,"2203 Camden Valley Way, PRESTONS NSW 2170",PRESTONS,2170.0,150.8726073,-33.9560745
1334,Caltex Woolworths Strathfield,"287 Liverpool Road, Burwood NSW 2134",Burwood,2134.0,151.1061646,-33.8868738
1335,Caltex Woolworths North Narrabeen,"1412-1414 Pittwater Road, North Narrabeen NSW 2101",North Narrabeen,2101.0,151.2969381,-33.7119073
1336,Caltex Woolworths Hoxton Park,"490 Cowpasture Road, Hoxton Park NSW 2171",Hoxton Park,2171.0,150.848454,-33.9247164
1337,BP Goulburn (Merino Fuels),"70 Clifford Street, Goulburn NSW 2580",Goulburn,2580.0,149.7200114,-34.7529403
1338,Caltex Woolworths Unanderra,"110-112 Princes Hwy, UNANDERRA NSW 2526",UNANDERRA,2526.0,150.8503177,-34.4487697
1340,BP Ashfield,"580-586 Parramatta Road, Croydon NSW 2132",Croydon,2132.0,151.1219714,-33.8713187
1341,Caltex Woolworths Ingleburn,"12-14 Norfolk Street, Ingleburn NSW 2565",Ingleburn,2565.0,150.8639293,-33.9996436
1343,Caltex Woolworths Corrimal,"275-277 Princes Highway, Corrimal NSW 2518",Corrimal,2518.0,150.8993595,-34.3610491
1344,7-Eleven Petersham,"10 Crystal St, PETERSHAM NSW 2049",PETERSHAM,2049.0,151.1571114,-33.8949275
1346,Caltex Woolworths Albury,"515 Young Street, Albury NSW 2640",Albury,2640.0,146.9229691,-36.0847889
1347,Ampol Fairy Meadow,"30-34 Princes Hwy, FAIRY MEADOW NSW 2519",FAIRY MEADOW,2519.0,150.8911565,-34.4081876
1348,Coles Express Liverpool,"338-340 Hume Highway, Liverpool NSW 2170",Liverpool,2170.0,150.9319426,-33.9137789
1349,Caltex Woolworths Moama,"2 Perricoota Rd, Moama NSW 2731",Moama,2731.0,144.7323226137529,-36.09465595
1350,BP Glen Innes,"205 Ferguson St, GLEN INNES NSW 2370",GLEN INNES,2370.0,151.7362066,-29.7353883
1352,Capertee General Store,"44 Castlereagh Hwy, Capertee NSW 2846",Capertee,2846.0,149.9860345,-33.1466713
1354,Independent Wee Waa,"45 Boolcarrol Road, Wee Waa NSW 2388",Wee Waa,2388.0,149.4337,-30.2245992
1355,Metro Petroleum Heatherbrae,"206 Adelaide Street, HEATHERBRAE NSW 2324",HEATHERBRAE,2324.0,151.7376186,-32.7808794
1356,Caltex Camden,"21 BARSDEN ST, CAMDEN NSW 2570",CAMDEN,2570.0,150.69149253991543,-34.0580647
1359,Budget Petrol,"37 Crystal St., Petersham NSW 2049",Petersham,2049.0,151.1571114,-33.8949275
1360,Metro Petroleum Kurri Kurri Northcote,"47-49 NORTHCOTE ST, KURRI KURRI NSW 2327",KURRI KURRI,2327.0,151.4845374,-32.8096712
1361,Caltex Woolworths Blakehurst,"390 Princes Highway, Blakehurst NSW 2221",Blakehurst,2221.0,151.11362842950973,-33.9903586
1362,Speedway Auburn,"238 Cumberland Rd, Auburn NSW 2144",Auburn,2144.0,151.0218349,-33.869703
1363,Mobil Coolongolook,"21 BENGAL ST, COOLONGOLOOK NSW 2423",COOLONGOLOOK,2423.0,152.3219418,-32.2188225
1364,BP Clarendon,"244 Hawkesbury Valley Way, CLARENDON NSW 2756",CLARENDON,2756.0,150.8028185,-33.6091397
1366,MOBIL LAKE ALBERT,"53 Gregory Cres, LAKE ALBERT NSW 2650",LAKE ALBERT,2650.0,147.3844488,-35.1666122
1369,BP South Nowra,"202 Princes Hwy, South Nowra NSW 2541",South Nowra,2541.0,150.6041649659524,-34.91629695
1371,Ampol Woolworths Wentworthville,"313 Great Western Hwy, SOUTH WENTWORTHVILLE NSW 2145",SOUTH WENTWORTHVILLE,2145.0,150.9758408,-33.8166073
1372,United Cundletown,"45 Main Street, CUNDLETOWN NSW 2430",CUNDLETOWN,2430.0,152.510828,-31.8940407
1373,The Woodville Store,"229 CLARENCE TOWN RD, WOODVILLE NSW 2321",WOODVILLE,2321.0,151.6134042,-32.6751491
1374,Avondale Auto Centre,"677 Freemans Drive, Cooranbong NSW 2265",Cooranbong,2265.0,151.4530558,-33.0769044
1375,Coles Express Carlton,"277-281 Princes Highway, Carlton NSW 2218",Carlton,2218.0,151.1260783,-33.9759338
1376,Shell Berry,"88 Queen Street, Berry NSW 2535",Berry,2535.0,150.69614571124907,-34.775692199999995
1377,7-Eleven Castle Hill,"255 -257 Old Northern Road, Castle Hill NSW 2154",Castle Hill,2154.0,151.0174374,-33.7295853
1378,7-Eleven Moorebank,"98-102 Heathcote Rd, MOOREBANK NSW 2170",MOOREBANK,2170.0,150.9398345,-33.9385717
1379,BP Wagga Wagga,"180 EDWARD ST, WAGGA WAGGA NSW 2650",WAGGA WAGGA,2650.0,147.3695638,-35.1189525
1380,7-Eleven Regentville,"36 Mulgoa Road, Regentville NSW 2745",Regentville,2745.0,150.6678956,-33.7743048
1382,Coles Express Wattle Grove,"115 Heathcote Rd, Wattle Grove NSW 2173",Wattle Grove,2173.0,150.9473173,-33.9462858
1383,Coles Express South Nowra,"198 Princes Hwy, SOUTH NOWRA NSW 2541",SOUTH NOWRA,2541.0,150.60441750755743,-34.91509245
1384,Metro Bow Bowing,"100 CAMPBELLTOWN RD, MINTO NSW 2566",MINTO,2566.0,150.8279837,-34.039211
1385,Metro Minto,"1 Brookfield Road, Minto NSW 2566",Minto,2566.0,150.8482237,-34.0293846
1386,Lowes Griffith,"30-34 Banna Ave, GRIFFITH NSW 2680",GRIFFITH,2680.0,146.0472151,-34.2879897
1389,7-Eleven Bathurst,"269 Stewart Street, Bathurst NSW 2795",Bathurst,2795.0,149.5681841,-33.4181681
1390,Budget Carlton,"3 Railway Pde, KOGARAH NSW 2217",KOGARAH,2217.0,151.1304396,-33.9666048
1391,BP South Moorebank,"80 Heathcote Road, Moorebank NSW 2170",Moorebank,2170.0,150.9398345,-33.9385717
1393,Caltex Taren Point,"114 Taren Point Rd, TAREN POINT NSW 2229",TAREN POINT,2229.0,151.1216525,-34.019782
1394,Ampol Moorebank,"2 Bridges Road, MOOREBANK NSW 2170",MOOREBANK,2170.0,150.9320882,-33.928545
1395,Caltex Tocumwal,"54 Deniliquin Road, Tocumwal NSW 2714",Tocumwal,2714.0,145.5640302,-35.811563
1396,Caltex Hay,"58 Lachlan Street, Hay NSW 2711",Hay,2711.0,144.8839282,-33.8692698
1397,Metro St Andrews,"72 Stranraer Drive, St Andrews NSW 2566",St Andrews,2566.0,150.82793920099368,-34.0289569
1398,Metro Petroleum St Andrews,"95 BALLANTRAE DR, ST ANDREWS NSW 2566",ST ANDREWS,2566.0,150.8334169,-34.0198228
1402,Lowes Boggabilla,"Newell Highway, BOGGABILLA NSW 2409",BOGGABILLA,2409.0,150.2168606,-28.8550945
1403,Independent Mirrabooka,"69 Fishery Point Road, Mirrabooka NSW 2264",Mirrabooka,2264.0,151.5546567,-33.1085149
1404,Coles Express Inverell,"176 Otho St, Inverell NSW 2360",Inverell,2360.0,151.1128991,-29.7756256
1405,BP Jamisontown,"126-130 Mulgoa Road, Penrith NSW 2750",Penrith,2750.0,150.6748509,-33.7701818
1408,Coles Express Taren Point,"102-108 Taren Point Road, Taren Point NSW 2229",Taren Point,2229.0,151.1216525,-34.019782
1409,Shell Peak Hill,"112-118 Caswell St, PEAK HILL NSW 2869",PEAK HILL,2869.0,148.1916434,-32.7267826
1410,7-Eleven Kirrawee,"542 Princes Highway, Kirrawee NSW 2232",Kirrawee,2232.0,151.0846231,-34.0267968
1413,Mallanganee Garage,"18 SANDILANDS ST, MALLANGANEE NSW 2469",MALLANGANEE,2469.0,152.7182684,-28.9063528
1414,BP Tenterfield,"69 Rouse St, TENTERFIELD NSW 2372",TENTERFIELD,2372.0,152.0168519,-29.0650166
1417,BP Griffith,"477 Banna Avenue, Griffith NSW 2680",Griffith,2680.0,146.0472151,-34.2879897
1418,Mobil Junee,"33 SEIGNIOR ST, JUNEE NSW 2663",JUNEE,2663.0,147.5823658,-34.8727066
1419,South West Fuel - Temora,"109 Hoskins St, Temora NSW 2666",Temora,2666.0,147.5309249,-34.4396324
1420,Independent Orange,"48-52 Peisley Street, Orange NSW 2800",Orange,2800.0,149.1060364,-33.2718729
1421,CULCAIRN TAKEAWAY & FUEL,"2883 Olympic Hwy, CULCAIRN NSW 2660",CULCAIRN,2660.0,147.0354832,-35.677666
1422,Broulee Supermarket & Cellars,"23-25 Grant St, BROULEE NSW 2537",BROULEE,2537.0,150.176042,-35.853865
1423,Shell Helensburgh,"149 - 151 Parkes Street, Helensburgh NSW 2508",Helensburgh,2508.0,150.9951752,-34.1804415
1424,Metro Fuel Williamtown,"3 Williamtown Dr, Williamtown NSW 2318",Williamtown,2318.0,151.84328,-32.8115722
1426,Speedway Rockdale,"651 Princes Highway, Rockdale NSW 2216",Rockdale,2216.0,151.1376967,-33.9591901
1427,BP Jerrys Plains,"23 Pagan Street, JERRYS PLAINS NSW 2330",JERRYS PLAINS,2330.0,150.9005186,-32.4877258
1428,Ampol Kogarah,"29 President Ave, KOGARAH NSW 2217",KOGARAH,2217.0,151.1437045,-33.9653128
