ServiceStationID,ServiceStationName,Address,Suburb,Postcode,Longitude,Latitude
1429,Coles Express Brighton-Le-Sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216.0,151.16039,-33.9528293
1430,Independent Byron Bay,"148 Jonson Street, Byron Bay NSW 2481",Byron Bay,2481.0,153.6131556,-28.6508834
1431,Bridgestone Service Centre Laurieton,"2 Kew Road, Laurieton NSW 2443",Laurieton,2443.0,152.7957459,-31.6460703
1432,Independent Orange,"34-38 Peisley Street, Orange NSW 2800",Orange,2800.0,149.1060364,-33.2718729
1433,Independent Somersby,"51 Smiths Rd, Somersby NSW 2250",Somersby,2250.0,151.2896731,-33.3572001
1434,7-Eleven Minto,"Lot 1 Ben Lomond Road, MINTO NSW 2566",MINTO,2566.0,150.8383798,-34.0268819
1436,7-Eleven Emerald Hills,"7 Raby Rd, LEPPINGTON NSW 2179",LEPPINGTON,2179.0,150.7922051,-33.9991886
1437,7-Eleven Narrabeen,"1234 Pittwater Road, Narrabeen NSW 2101",Narrabeen,2101.0,151.2982698,-33.7196752
1438,Metro St Ives Chase,"164 Warrimoo Avenue, St Ives Chase NSW 2075",St Ives Chase,2075.0,151.1654642,-33.7015426
1442,Caltex Woolworths Bega,"100 Gipps Street, Bega NSW 2550",Bega,2550.0,149.8432628,-36.6741586
1444,Caltex Woolworths Nowra,"58 North Street, Nowra NSW 2541",Nowra,2541.0,150.6013728805076,-34.8726836
1446,Caltex Woolworths Bomaderry,"272 Princes Highway, Bomaderry NSW 2541",Bomaderry,2541.0,150.596031,-34.835966
1447,United Petroleum Marrangaroo,"Great Western Hwy, MARRANGAROO NSW 2790",MARRANGAROO,2790.0,150.1151601,-33.4445845
1449,United Petroleum Tomerong,"Lot 6 Princes Highway, Tomerong NSW 2540",Tomerong,2540.0,150.5681014,-35.0728915
1450,Ampol Gregory Hills,"1 Gregory Hills Drive, GREGORY HILLS NSW 2557",GREGORY HILLS,2557.0,150.7877209,-34.030678
1451,APW,"449 Great Western Highway, WENTWORTHVILLE NSW 2145",WENTWORTHVILLE,2145.0,150.9758408,-33.8166073
1452,Independent Wingham,"23-29 Isabella Street, Wingham NSW 2429",Wingham,2429.0,152.374285,-31.8690048
1454,Caltex Woolworths Gunnedah,"18-22 Tempest Street, Gunnedah NSW 2380",Gunnedah,2380.0,150.2495481,-30.9747598
1457,Caltex Woolworths Glen Innes,"143 Meade Street, Glen Innes NSW 2370",Glen Innes,2370.0,151.7378319,-29.7376512
1458,BP Port Kembla,"144 Wentworth Street, Port Kembla NSW 2505",Port Kembla,2505.0,150.902677,-34.4820963
1459,Caltex Woolworths Goulburn,"12 Verner Street, GOULBURN NSW 2580",GOULBURN,2580.0,149.7169606,-34.7563801
1463,Coles Express Bathurst,"59 Durham Street, Bathurst NSW 2795",Bathurst,2795.0,149.5853856,-33.4178982
1465,Coles Express Bega,"2-6 Swan St, Bega NSW 2550",Bega,2550.0,149.8377873,-36.6740569
1467,Independent Mudgee,"7A Sydney Road, Mudgee NSW 2850",Mudgee,2850.0,149.5998498,-32.606794
1469,Coles Express Bomaderry,"271 Princes Hwy, BOMADERRY NSW 2541",BOMADERRY,2541.0,150.5936482043091,-34.84042305
1471,Caltex Woolworths Lismore,"99 Diadem Street, Lismore NSW 2480",Lismore,2480.0,153.2871006072677,-28.81189965
1472,Caltex Woolworths Goonellabah,"2 Simeoni Drive, Goonellabah NSW 2480",Goonellabah,2480.0,153.3281672,-28.8226072
1473,Metro Petroleum Keiraville,"270 GIPPS RD, KEIRAVILLE NSW 2500",KEIRAVILLE,2500.0,150.8763375,-34.4151702
1475,7-Eleven Jerrabomberra,"2 Ferdinand Lane, JERRABOMBERRA NSW 2619",JERRABOMBERRA,2619.0,149.1970003,-35.3801859
1476,Independent Liberty South Grafton,"174 Ryan St, South Grafton NSW 2460",South Grafton,2460.0,152.9237607,-29.7002567
1477,Roger Moore Pty Ltd,"55 Hope St, WARIALDA NSW 2402",WARIALDA,2402.0,150.5802748,-29.5417864
1479,Caltex Woolworths Fairy Meadow,"47 Princes Highway, Fairy Meadow NSW 2519",Fairy Meadow,2519.0,150.893526,-34.390742
1480,Endeavour Glen Innes,"144 MEADE ST, GLEN INNES NSW 2370",GLEN INNES,2370.0,151.7369017,-29.7371364
1481,Caltex Woolworths Inverell,"262 Byron Street, Inverell NSW 2360",Inverell,2360.0,151.11810147335564,-29.7688111
1482,Group One Holdings Pty Ltd,"21 Caigan Street, DUNEDOO NSW 2844",DUNEDOO,2844.0,149.388489,-32.0161715
1484,Ampol Woolworths Metro Narrabeen,"1509-1511 Pittwater Road, NORTH NARRABEEN NSW 2101",NORTH NARRABEEN,2101.0,151.2969381,-33.7119073
1487,Coles Express Goulburn,"1-3 Sowerby St, Goulburn NSW 2580",Goulburn,2580.0,149.6912363,-34.7727717
1489,Metro Fuel Blacktown,"140 Flushcombe Road, Blacktown NSW 2148",Blacktown,2148.0,150.9080419,-33.7730856
1490,Coles Express Narrabeen,"1418 Pittwater Rd, Narrabeen NSW 2101",Narrabeen,2101.0,151.2977735,-33.7189534
1491,7-Eleven Sans Souci,"474-478 Rocky Point Rd, SANS SOUCI NSW 2219",SANS SOUCI,2219.0,151.1319542,-33.9925905
1492,BP Hoxton Park Airfield,"505 Cowpasture Rd, LEN WATERS ESTATE NSW 2171",LEN WATERS ESTATE,2171.0,150.8558549,-33.9144409
1493,South West Fuel - Temora Depot,"9 Ironbark St, Temora NSW 2666",Temora,2666.0,147.5503885,-34.4479155
1494,South West Fuel - Ariah Park,"42 COOLAMON ST, ARIAH PARK NSW 2665",ARIAH PARK,2665.0,147.2213412,-34.3470339
1495,South West Fuel - Barellan,"76 Yapunyah St, Barellan NSW 2665",Barellan,2665.0,146.5753065,-34.2851002
1496,South West Fuel - Barmedman,"1 Mandamah Rd, Barmedman NSW 2668",Barmedman,2668.0,147.3841076,-34.1623614
1497,Shell Willow Tree,"8589 NEW ENGLAND HWY, WILLOW TREE NSW 2339",WILLOW TREE,2339.0,150.7229691,-31.6359086
1498,Independent Bendemeer,"19 Havannah Street, Bendemeer NSW 2355",Bendemeer,2355.0,151.1610677,-30.8808221
1499,Caltex Star Mart Broken Hill,"73-87 Oxide Street, BROKEN HILL NSW 2880",BROKEN HILL,2880.0,141.4681776,-31.9574902
1501,TASCO Albury North St,"127 North Street, Albury NSW 2640",Albury,2640.0,146.9353348,-36.0693651
1502,BP Hoxton Park,"Lot 1 Cowpasture Road, HOXTON PARK NSW 2171",HOXTON PARK,2171.0,150.848454,-33.9247164
1503,Caltex Gerringong,"2 Belinda Street, Gerringong NSW 2534",Gerringong,2534.0,150.8269605,-34.7472339
1504,Coles Express Hoxton Park,"650-652 Hoxton Park Rd, Hoxton Park NSW 2171",Hoxton Park,2171.0,150.8533565,-33.9260031
1505,Enhance Gerringong,"142 Fern St, Gerringong NSW 2534",Gerringong,2534.0,150.82734410619292,-34.7475931
1506,Shell Yenda Roadhouse,"30-32 Mirrool Ave, YENDA NSW 2681",YENDA,2681.0,146.1983972,-34.250423
1507,MOBIL SALAMANDER BAY,"15 Bagnall Beach Road, SALAMANDER BAY NSW 2317",SALAMANDER BAY,2317.0,152.1102585,-32.7333125
1508,Ampol Denham Court,"194 CAMPBELLTOWN RD, DENHAM COURT NSW 2565",DENHAM COURT,2565.0,150.8448576,-33.9927767
1509,Tanilba Bay fuel station,"46 President Wilson Walk, TANILBA BAY NSW 2319",TANILBA BAY,2319.0,152.0026771,-32.7312235
1511,Enhance Marulan,"117-119 George Street, MARULAN NSW 2579",MARULAN,2579.0,150.0007156,-34.7172088
1512,Enhance Willow Tree,"119 NEW ENGLAND HWY, WILLOW TREE NSW 2339",WILLOW TREE,2339.0,150.7229691,-31.6359086
1514,BP Denham Court,"505 Campbelltown Road, Denham Court NSW 2565",Denham Court,2565.0,150.8448576,-33.9927767
1515,Caltex Kurri Kurri,"95 NORTHCOTE ST, KURRI KURRI NSW 2327",KURRI KURRI,2327.0,151.4845374,-32.8096712
1516,United Michelago,"1 Ryrie Street, MICHELAGO NSW 2620",MICHELAGO,2620.0,149.165276,-35.7126749
1517,Caltex Marulan,"10 GEORGE ST, MARULAN NSW 2579",MARULAN,2579.0,149.99991,-34.7154743
1518,Hill & Co Metro Depot,"1 Braidwood Rd, GOULBURN NSW 2580",GOULBURN,2580.0,149.714706,-34.7632629
1520,Coles Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340.0,150.9111637,-31.0954512
1521,Metro Kurri Kurri,"1 VICTORIA ST, KURRI KURRI NSW 2327",KURRI KURRI,2327.0,151.4843321,-32.8202304
1522,Independent Barham,"50 Moulamein Rd, Barham NSW 2732",Barham,2732.0,144.1858283,-35.5786639
1524,Mobil Corowa,"475 Honour Ave, COROWA NSW 2646",COROWA,2646.0,146.399222,-35.9853773
1525,Metro Guildford,"2 Rawson Road, GUILDFORD NSW 2161",GUILDFORD,2161.0,151.0037602,-33.8626873
1526,BP Bexley North,"369C Bexley Road, Bexley NSW 2207",Bexley,2207.0,151.12298528238648,-33.9458373
1527,Independent Murrumbateman,"22 East Street, Murrumbateman NSW 2582",Murrumbateman,2582.0,149.0297802622955,-34.969732050000005
1528,BP Stewart Street,"255-257 Stewart Street, Bathurst NSW 2795",Bathurst,2795.0,149.5708771,-33.4165232
1529,Metro Petroleum Morisset park,"5 Macquarie Road, MORISSET PARK NSW 2264",MORISSET PARK,2264.0,151.5354801,-33.1202071
1530,Metro Petroleum Alfredtown,"3012 Sturt Highway, ALFREDTOWN NSW 2650",ALFREDTOWN,2650.0,147.5657812,-35.1638658
1531,Independent Beresfield,"199 Anderson Drive, Beresfield NSW 2322",Beresfield,2322.0,151.6407744,-32.7972759
1532,Caltex Bega Depot,"36 Lagoon Street, BEGA NSW 2550",BEGA,2550.0,149.8288724,-36.668183
1533,Transwest Fuels - CBD,"166 Marius Street, TAMWORTH NSW 2340",TAMWORTH,2340.0,150.9358285,-31.0936752
1534,Caltex Bomaderry,"246 Princes Hwy, Bomaderry NSW 2541",Bomaderry,2541.0,150.59584510420638,-34.838356
1535,Caltex Vincentia,"153 Elizabeth Dr, Vincentia NSW 2540",Vincentia,2540.0,150.68161,-35.0709692
1536,Independent Wiley Park,"107 King Georges Rd, Wiley Park NSW 2195",Wiley Park,2195.0,151.0684379,-33.9227345
1538,Caltex Thirroul,"242 Lawrence Hargrave Drive, Thirroul NSW 2515",Thirroul,2515.0,150.9129454,-34.3231516
1539,Budget Petrol Sanctuary Point,"147 Larmer Ave, SANCTUARY POINT NSW 2540",SANCTUARY POINT,2540.0,150.6342835,-35.0944444
1540,Mobil Huskisson,"2 TOMERONG ST, HUSKISSON NSW 2540",HUSKISSON,2540.0,150.6680958,-35.0362182
1541,United Petroleum Lismore,"16 Ballina Rd, Lismore NSW 2480",Lismore,2480.0,153.3471773,-28.8118966
1544,Shell Kurri Kurri,"307 Lang Street, KURRI KURRI NSW 2327",KURRI KURRI,2327.0,151.4838253,-32.8170164
1545,Ampol Bomaderry,"341 Princes Hwy, Bomaderry NSW 2541",Bomaderry,2541.0,150.59471882554078,-34.845688550000006
1546,Caltex Wyong,"M1 Southbound, Wyong NSW 2259",Wyong,2259.0,151.4053575,-33.2540768
1548,BP Gymea,"758-760 Gymea Bay Rd, GYMEA NSW 2227",GYMEA,2227.0,151.0840329,-34.0397963
1549,BP Kirrawee,"596 Princes Highway, Kirrawee NSW 2232",Kirrawee,2232.0,151.0846231,-34.0267968
1550,Westside Petroleum Guildford,"210 Guildford Road, GUILDFORD NSW 2161",GUILDFORD,2161.0,151.0001464,-33.8564209
1551,METRO SUNNYHOLT RD BLACKTOWN,"7 148 Sunnyholt Road, BLACKTOWN NSW 2148",BLACKTOWN,2148.0,150.9118202,-33.771214
1552,Ampol North Bondi,"321 OLD SOUTH HEAD RD, NORTH BONDI NSW 2026",NORTH BONDI,2026.0,151.26862206407344,-33.8846884
1553,United Petroleum Minto,"6 Swettenham Road, Minto NSW 2566",Minto,2566.0,150.8315814,-34.029614
1554,Apex Petroleum Kemps Creek - Truck Facilities,"1443 Elizabeth Drive, Kemps Creek NSW 2178",Kemps Creek,2178.0,150.791754,-33.8799117
1555,United Petroleum Kemps Creek,"1465-1467 Elizabeth Drive, Kemps Creek NSW 2178",Kemps Creek,2178.0,150.78900926530014,-33.8796137
1556,United Petroleum Bathurst,"35 William Street, Bathurst NSW 2795",Bathurst,2795.0,149.58285361340376,-33.416083
1557,Budget South Penrith,"184 Smith Street, South Penrith NSW 2750",South Penrith,2750.0,150.670593,-33.7445851
1558,BP Oberon Truckstop,"24 ALBION ST, OBERON NSW 2787",OBERON,2787.0,149.8505035,-33.6978376
1559,Caltex Moama Diesel Stop,"21 NEIL ST, MOAMA NSW 2731",MOAMA,2731.0,144.7489501,-36.0786993
1561,Shell Rylstone,"25 Louee Street, Rylstone NSW 2849",Rylstone,2849.0,149.9717027,-32.7939672
1562,Speedway Casula,"572-576 Hume Hwy, CASULA NSW 2170",CASULA,2170.0,150.9065941,-33.9484098
1564,Yourfuel Batlow,"18 PIONEER ST, BATLOW NSW 2730",BATLOW,2730.0,148.1458183,-35.5191325
1565,United Petroleum Sutton,"1542 Federal Highway Service Road, Sutton NSW 2620",Sutton,2620.0,149.2159496,-35.1993065
1566,Norris Park IGA - MOGAS,"545 Union Rd, NORTH ALBURY NSW 2640",NORTH ALBURY,2640.0,146.9212283,-36.0512888
1567,Shell Medowie,"26 Ferodale Road, Medowie NSW 2318",Medowie,2318.0,151.8455421,-32.7381413
1569,BP Bulahdelah,"73-75 Bulahdelah Way, Bulahdelah NSW 2423",Bulahdelah,2423.0,152.2157784,-32.4001433
1570,Mobil Tamworth,"246 Goonoo Goonoo Road, SOUTH TAMWORTH NSW 2340",SOUTH TAMWORTH,2340.0,150.924043,-31.1259706
1571,Mobil South Tamworth,"2 Kathleen St, SOUTH TAMWORTH NSW 2340",SOUTH TAMWORTH,2340.0,150.9183529,-31.1033298
1572,BP North Orange,"5 Hanrahan Place, ORANGE NSW 2800",ORANGE,2800.0,149.1135183,-33.2591672
1573,Mobil Bomaderry,"33 Bolong Road, Bomaderry NSW 2541",Bomaderry,2541.0,150.6082114,-34.8562691
1574,Mobil North Nowra,"Lot23 Illaroo Road, North Nowra NSW 2541",North Nowra,2541.0,150.6007427,-34.8619143
1575,Pearl Energy Bathurst,"146 William Street, BATHURST NSW 2795",BATHURST,2795.0,149.5828768,-33.4164714
1576,Caltex Kelso,"19 Sydney Road, KELSO NSW 2795",KELSO,2795.0,149.62762,-33.4209201
1577,Speedway Parramatta,"127A Alfred Street, Parramatta NSW 2150",Parramatta,2150.0,151.0166558,-33.8203873
1579,Metro Fuel Jannali,"97-99 Wattle Road, Jannali NSW 2226",Jannali,2226.0,151.0670785,-34.0197661
1581,Tom Thumb Service Station,"17 Ellen Street, Wollongong NSW 2500",Wollongong,2500.0,150.8924084,-34.4297446
1582,Metro Lucknow,"4613 MITCHELL HWY, LUCKNOW NSW 2800",LUCKNOW,2800.0,149.1569545,-33.3397059
1583,Coles Express Bulahdelah,"42 Bulahdelah Way, Bulahdelah NSW 2423",Bulahdelah,2423.0,152.2157784,-32.4001433
1584,Shell Jindera,"99 URANA ST, JINDERA NSW 2642",JINDERA,2642.0,146.893527275,-35.96366395
1585,Independent Yenda,"31 Yenda Place, Yenda NSW 2680",Yenda,2680.0,146.19572674300304,-34.24978419999999
1586,METRO SOUTH BATHURST,"45 Bant Street, SOUTH BATHURST NSW 2795",SOUTH BATHURST,2795.0,149.5753072,-33.4371891
1587,METRO KANWAL,"68 Craigie Ave, KANWAL NSW 2259",KANWAL,2259.0,151.4817201,-33.2625901
1588,Lowes Petroleum Gunnedah OPT,"1 Law Close, GUNNEDAH NSW 2380",GUNNEDAH,2380.0,150.2330698,-30.9641286
1589,Lowes Gunnedah,"14 Abbott Street, Gunnedah NSW 2380",Gunnedah,2380.0,150.2561983,-30.9797174
1590,Metro Petroleum Kelso,"12 INGERSOLE DR, KELSO NSW 2795",KELSO,2795.0,149.6220088,-33.4197034
1591,Mobil 1 Carlingford Car Care,"482 North Rocks Rd, Carlingford NSW 2118",Carlingford,2118.0,151.0579003,-33.7650745
1592,Pitt Shop,"85 BATHURST ST, PITT TOWN NSW 2756",PITT TOWN,2756.0,150.8574332,-33.5791684
1593,BP Taree South,"7087 The Bucketts Way, TAREE SOUTH NSW 2430",TAREE SOUTH,2430.0,152.4594142,-31.9379136
1594,Caltex Moama,"73 Meninya St, MOAMA NSW 2731",MOAMA,2731.0,144.7561852,-36.1135353
1595,BP Deniliquin,"137 Hardinge St, Deniliquin NSW 2710",Deniliquin,2710.0,144.9623164,-35.5264724
1596,Enhance East Corrimal,"2-4 RAILWAY ST, EAST CORRIMAL NSW 2518",EAST CORRIMAL,2518.0,150.9050925,-34.3740737
1597,Tea Tree Cafe,"160 Mount Darragh Rd, SOUTH PAMBULA NSW 2549",SOUTH PAMBULA,2549.0,149.8605383,-36.9433648
1599,BP Finley,"255 Murray Street, Finley NSW 2713",Finley,2713.0,145.5792001,-35.6394628
1600,BP Gumly Gumly,"1 Tasman Road, GUMLY GUMLY NSW 2652",GUMLY GUMLY,2652.0,147.4192156,-35.1320268
1602,BP Berkeley Vale,"1 Blade Close, Berkeley Vale NSW 2261",Berkeley Vale,2261.0,151.4236778,-33.3303865
1603,METRO PETROLEUM PERTHVILLE,"11-13 Vale Rd, PERTHVILLE NSW 2795",PERTHVILLE,2795.0,149.5511023,-33.4832388
1604,Independent West Wyalong,"220 Main Street, West Wyalong NSW 2671",West Wyalong,2671.0,147.2104355,-33.9235574
1605,Somerton Road House Fuel & Cafe,"1, Oxley Hwy, Somerton NSW 2340",Somerton,2340.0,150.5327457,-30.9545759
1607,Caltex Woolworths,"200-202 Pennant Hills Road, THORNLEIGH NSW 2120",THORNLEIGH,2120.0,151.0815434,-33.7305595
1608,Independent Culburra Beach,"159 Prince Edward Av, Culburra Beach NSW 2540",Culburra Beach,2540.0,150.7621913,-34.9224629
1609,BP Casula,"461 Hume Hwy, Casula NSW 2170",Casula,2170.0,150.9125225,-33.9400768
1610,Independent Grenfell,"39 Alexandra St, GRENFELL NSW 2810",GRENFELL,2810.0,148.1576769,-33.8887243
1611,Caltex Moruya,"80-84 Campbell Street, MORUYA NSW 2537",MORUYA,2537.0,150.0830215,-35.9125824
1612,7-Eleven Kelso,"64 Sydney Rd, KELSO NSW 2795",KELSO,2795.0,149.6062958,-33.418278
1613,Ampol Foodary Chinderah,"Tweed Valley Way, CHINDERAH NSW 2487",CHINDERAH,2487.0,153.5253542,-28.2569114
1614,Uncle Leo's,"Lot 1A, Campbelltown, Glenfield NSW 2167",Glenfield,2167.0,150.8784511,-33.9645429
1615,Speedway Birrong,"1/158 Auburn Rd, Birrong NSW 2143",Birrong,2143.0,151.0224408,-33.8888127
1616,SPEEDWAY AUSTRAL,"394 FIFTEENTH AV, AUSTRAL NSW 2179",AUSTRAL,2179.0,150.7955169,-33.9160941
1617,Endeavour Petroleum Pty Ltd,"3 Neil ST, Moama NSW 2731",Moama,2731.0,144.7489501,-36.0786993
1618,Independent Dubbo,"109 Erskine Street, Dubbo NSW 2830",Dubbo,2830.0,148.61216213450882,-32.2443588
1619,Independent South Dubbo,"125 Cobra Street, DUBBO NSW 2830",DUBBO,2830.0,148.6118304802879,-32.2550646
1620,Eungai Rail Petrol & Diesel,"8 Station St, EUNGAI RAIL NSW 2441",EUNGAI RAIL,2441.0,152.9012806,-30.8471097
1622,Independent Cobar,"65 Marshall Street, Cobar NSW 2835",Cobar,2835.0,145.8360868,-31.4974635
1623,Tasco Deniliquin Ochtertyre St,"488 Ochtertyre St, DENILIQUIN NSW 2710",DENILIQUIN,2710.0,144.9489322,-35.5348984
1624,METRO WEST WYALONG,"298 NEELD ST, WEST WYALONG NSW 2671",WEST WYALONG,2671.0,147.2187876,-33.9233667
1625,Independent Barraba,"69 Queen Street, Barraba NSW 2347",Barraba,2347.0,150.61096,-30.3763492
1626,MOBIL WYALONG,"20-22 Neeld Street, WYALONG NSW 2671",WYALONG,2671.0,147.2420518,-33.925796
1628,Access Fuels Ebor,"1 Ebor St, EBOR NSW 2453",EBOR,2453.0,152.3498518,-30.4018543
1629,Caltex Woolworths Bulli,"261-265 Princes Highway, Bulli NSW 2516",Bulli,2516.0,150.9115253,-34.3368643
1632,Caltex Woolworths Salamander Bay,"19 Bagnall Beach Road, SALAMANDER BAY NSW 2317",SALAMANDER BAY,2317.0,152.1102585,-32.7333125
1634,Caltex Woolworths Gregory Hills,"33 VILLAGE CCT, GREGORY HILLS NSW 2557",GREGORY HILLS,2557.0,150.778524,-34.0264217
1635,Caltex Woolworths Nambucca Heads,"115 Mann St, NAMBUCCA HEADS NSW 2448",NAMBUCCA HEADS,2448.0,152.98867793473124,-30.63950425
1636,Caltex Woolworths Ulladulla,"155-157 Princes Highway, Ulladulla NSW 2539",Ulladulla,2539.0,150.4725673,-35.3484226
1637,Independent West Dubbo,"98 Victoria Street, West Dubbo NSW 2830",West Dubbo,2830.0,148.5889324,-32.2443119
1639,Caltex Woolworths Lavington,"370 Griffith Rd, Lavington NSW 2641",Lavington,2641.0,146.9390224,-36.0467192
1642,BILPIN PETROLEUM,"2742 Bells Line of Road, BILPIN NSW 2758",BILPIN,2758.0,150.5423624,-33.5035629
1643,Caltex Woolworths Cowra,"13 Railway Lane, Cowra NSW 2646",Cowra,2646.0,148.6926306,-33.8359022
1644,7-Eleven Unanderra,"41-43 Princes Hwy, UNANDERRA NSW 2526",UNANDERRA,2526.0,150.8503177,-34.4487697
1645,7-Eleven Carlingford,"243 Pennant Hills Road, Carlingford NSW 2118",Carlingford,2118.0,151.0457535,-33.7828992
1646,BP WEST WYALONG,"68 MAIN ST, WEST WYALONG NSW 2671",WEST WYALONG,2671.0,147.2104355,-33.9235574
1647,Ampol Woolworths Coogee South,"169-173 Malabar Rd, SOUTH COOGEE NSW 2034",SOUTH COOGEE,2034.0,151.25743558436366,-33.932292399999994
1648,Coles Express Salamander Bay,"163 Salamander Way, Salamander Bay NSW 2317",Salamander Bay,2317.0,152.1058695,-32.7382928
1650,Independent Euston,"49 Murray Terrace, Euston NSW 2737",Euston,2737.0,142.7451478,-34.5752984
1652,Metro Fuel Alexandria,"36 Henderson Road, Alexandria NSW 2015",Alexandria,2015.0,151.19732432046374,-33.897466449999996
1653,Independent Walgett,"21 Fox Street, Walgett NSW 2832",Walgett,2832.0,148.1166873,-30.0216207
1654,Liberty Alstonville,"3 Bugden Avenue, Alstonville NSW 2477",Alstonville,2477.0,153.4388644,-28.8403724
1655,Long Flat Shop,"5019 Oxley Hwy, Long Flat NSW 2446",Long Flat,2446.0,152.4870503,-31.4373564
1656,Westside Coniston,"136 Gladstone St, Coniston NSW 2500",Coniston,2500.0,150.8764535,-34.4426117
1658,BP Anna Bay,"133-135 Gan Gan Rd, Anna Bay NSW 2316",Anna Bay,2316.0,152.0796289,-32.7759191
1659,Independent Geurie,"61 Buckenbah Street, Geurie NSW 2818",Geurie,2818.0,148.8294449,-32.3977534
1660,METRO PETROLEUM GRENFELL,"75 CAMP ST, GRENFELL NSW 2810",GRENFELL,2810.0,148.1601781,-33.8948497
1661,AVOCA FUEL,"210 Avoca Drive, AVOCA BEACH NSW 2251",AVOCA BEACH,2251.0,151.4196552,-33.4653296
1662,Independent Cudal,"2 Naylor Street, Cudal NSW 2865",Cudal,2865.0,148.742696,-33.2834425
1665,Independent Walgett,"160 Fox St, Walgett NSW 2832",Walgett,2832.0,148.1166873,-30.0216207
1666,Westside Balranald,"203 MARKET ST, BALRANALD NSW 2715",BALRANALD,2715.0,143.553687527963,-34.6319647
1667,Georges Hall Petroleum,"250 Henry Lawson Drive, GEORGES HALL NSW 2198",GEORGES HALL,2198.0,150.9819955,-33.9075906
1668,Gresford Garage and Rural,"26 Durham Rd, EAST GRESFORD NSW 2311",EAST GRESFORD,2311.0,151.546844,-32.4262281
1669,BP Leppington Town Centre,"221 BRINGELLY RD, LEPPINGTON NSW 2179",LEPPINGTON,2179.0,150.8146749,-33.9520421
1670,Westside Petroleum Glen Innes,"102 Church Street, Glen Innes NSW 2370",Glen Innes,2370.0,151.7370785,-29.7433973
1671,Caltex Shoalhaven Heads,"52-54 Shoalhaven Heads Rd, Shoalhaven Heads NSW 2535",Shoalhaven Heads,2535.0,150.738536,-34.8485729
1672,Oasis Tuncurry,"186 The Lakes Way, TUNCURRY NSW 2428",TUNCURRY,2428.0,152.4894774,-32.1426542
1675,Caltex Tuggerah,"2 Johnson Road, Tuggerah NSW 2259",Tuggerah,2259.0,151.4211044380117,-33.294279200000005
1677,Independent Marrar,"3 York Street, Marrar NSW 2652",Marrar,2652.0,147.3463036,-34.8227742
1678,Liberty Bangalow,"54 BYRON ST, BANGALOW NSW 2479",BANGALOW,2479.0,153.5253338,-28.6862799
1679,United Petroleum Freemans Waterhole,"971 Freemans Drive, Freemans Waterhole NSW 2323",Freemans Waterhole,2323.0,151.4897041,-33.0084361
1680,Shell Freemans Waterhole,"890 FREEMANS DR, FREEMANS WATERHOLE NSW 2323",FREEMANS WATERHOLE,2323.0,151.4897041,-33.0084361
1682,United Bass Hill,"924 HUME HWY, BASS HILL NSW 2197",BASS HILL,2197.0,150.9789732,-33.8919862
1683,Independent Wooli,"381 North Street, Wooli NSW 2462",Wooli,2462.0,153.2671328,-29.8602352
1684,BP Rose Bay Central,"777 New South Head Rd, ROSE BAY NSW 2029",ROSE BAY,2029.0,151.2616441,-33.872558
1685,SHELL LISMORE TRUCKSTOP (Unmanned),"118 Wilson St, South Lismore NSW 2480",South Lismore,2480.0,153.2627976,-28.8019948
1686,Mannering Park Mini Mart,"70 Vales Rd, MANNERING PARK NSW 2259",MANNERING PARK,2259.0,151.5359563,-33.1541699
1687,Independent Delegate,"77 Bombala Street, Delegate NSW 2633",Delegate,2633.0,148.9514809,-37.0418916
1689,Metro Wyangan,"7 Wyangan Avenue, Griffith NSW 2680",Griffith,2680.0,146.0346177,-34.2712025
1690,BP Medowie,"701 Medowie Road, Medowie NSW 2318",Medowie,2318.0,151.8617054,-32.7170831
1691,Mobil Mittagong,"224 Old Hume Highway, Mittagong NSW 2575",Mittagong,2575.0,150.4431163,-34.4495711
1692,BP St Marys,"76 Glossop Street, St Marys NSW 2760",St Marys,2760.0,150.7793554,-33.7715526
1693,Mobil Kangaroo Valley,"32 Moss Vale Road, Kangaroo Valley NSW 2577",Kangaroo Valley,2577.0,150.5207587,-34.7271908
1695,Caltex Woolworths Carlingford,"131 Pennant Hills Rd, CARLINGFORD NSW 2118",CARLINGFORD,2118.0,151.0279422,-33.787624
1696,Caltex Mittagong Bowral Rd,"65 BOWRAL RD, MITTAGONG NSW 2575",MITTAGONG,2575.0,150.4474642,-34.4509903
1697,Ampol Kensington,"211-213 Anzac Parade, KENSINGTON NSW 2033",KENSINGTON,2033.0,151.2239491,-33.9050753
1700,Caltex Woolworths Baulkham Hills 22464,"117 Seven Hills Rd, BAULKHAM HILLS NSW 2153",BAULKHAM HILLS,2153.0,150.9605028,-33.7543587
1704,Ampol Foodary Manly,"86 Pittwater Rd, MANLY NSW 2095",MANLY,2095.0,151.28585699694452,-33.7931243
1705,Ampol Wollongong North,"9 Flinders St, Wollongong North NSW 2500",Wollongong North,2500.0,150.892811,-34.4706488
1706,Ampol Woolworths Pendle Hill,"602-606 Great Western Hwy, Pendle Hill NSW 2145",Pendle Hill,2145.0,150.9584341,-33.8129795
1707,Ampol Barrack Heights,"332-336 Shellharbour Rd, BARRACK HEIGHTS NSW 2528",BARRACK HEIGHTS,2528.0,150.8610237,-34.5686606
